,HourlyPrecipitation,HourlyRelativeHumidity,HourlyDryBulbTemperature,y,unique_id
2016-08-06 12:00:00,0.0,44.833333333333336,93.83333333333333,15.800000000000002,1.0
2016-08-06 15:00:00,0.0,48.0,91.33333333333333,15.600000000000001,1.0
2016-08-06 18:00:00,0.0,59.333333333333336,87.16666666666667,15.15,1.0
2016-08-06 21:00:00,0.0,76.0,82.33333333333333,14.75,1.0
2016-08-07 00:00:00,0.0,85.0,79.66666666666667,14.299999999999999,1.0
2016-08-07 03:00:00,0.0,91.33333333333333,76.66666666666667,13.808333333333332,1.0
2016-08-07 06:00:00,0.0,80.0,81.33333333333333,13.35,1.0
2016-08-07 09:00:00,0.0,60.666666666666664,90.0,13.0,1.0
2016-08-07 12:00:00,0.195,58.611111111111114,89.77777777777777,13.0,1.0
2016-08-07 15:00:00,0.01,72.0,83.83333333333333,12.9,1.0
2016-08-07 18:00:00,0.0,73.66666666666667,83.33333333333333,12.6,1.0
2016-08-07 21:00:00,0.0,81.55555555555556,81.0,12.4,1.0
2016-08-08 00:00:00,0.0,91.5,77.0,12.316666666666668,1.0
2016-08-08 03:00:00,0.0,96.0,76.0,13.933333333333335,1.0
2016-08-08 06:00:00,0.0,92.16666666666667,76.5,24.425,1.0
2016-08-08 09:00:00,0.0,72.33333333333333,82.83333333333333,38.791666666666664,1.0
2016-08-08 12:00:00,0.0,62.333333333333336,86.16666666666667,37.6,1.0
2016-08-08 15:00:00,0.0,59.666666666666664,87.0,35.516666666666666,1.0
2016-08-08 18:00:00,0.0,75.66666666666667,81.83333333333333,31.633333333333336,1.0
2016-08-08 21:00:00,0.15666666666666665,92.8888888888889,77.44444444444444,28.175,1.0
2016-08-09 00:00:00,0.0,94.5,76.83333333333333,25.375,1.0
2016-08-09 03:00:00,0.035,97.5,75.83333333333333,23.166666666666668,1.0
2016-08-09 06:00:00,0.0,93.0,75.77777777777777,21.241666666666667,1.0
2016-08-09 09:00:00,0.0,78.66666666666667,79.66666666666667,19.841666666666665,1.0
2016-08-09 12:00:00,0.0,75.33333333333333,81.33333333333333,19.2,1.0
2016-08-09 15:00:00,0.0,67.66666666666667,85.0,18.616666666666667,1.0
2016-08-09 18:00:00,0.0,70.16666666666667,83.33333333333333,18.150000000000002,1.0
2016-08-09 21:00:00,0.025,85.33333333333333,78.33333333333333,17.516666666666666,1.0
2016-08-10 00:00:00,0.06666666666666667,95.25,75.75,17.150000000000002,1.0
2016-08-10 03:00:00,0.03,95.1111111111111,75.0,16.75,1.0
